BATCH_ID,TC_COMPANY_ID,EXT_LANE_ID,EXT_LANE_DTL_ID,OVERRIDE_START_DT,OVERRIDE_END_DT,OVERRIDE_CAPACITY,OVERRIDE_DELIVERY_POINT_CAPACITY
,1001,PICKUP-3009,PICKUP-3009,21/11/2018,30/11/2018,,18
